,Dep_Airport,Dep_City,Dest_Airport,Dest_City,utc_departure,utc_arrival,return_utc_departure,return_utc_arrival,nights_in_dest,fare_category,price_PLN,airline_id,distance_km
1603,WRO,Wrocław,LTN,London,2024-05-15 17:35:00,2024-05-15 19:55:00,2024-05-27 14:55:00,2024-05-27 17:00:00,12,M,406,W6,1196.24
1604,WRO,Wrocław,LTN,London,2024-05-15 17:35:00,2024-05-15 19:55:00,2024-05-17 20:35:00,2024-05-17 22:40:00,2,M,406,W6,1196.24
1605,WRO,Wrocław,LTN,London,2024-05-16 17:35:00,2024-05-16 19:55:00,2024-05-29 20:35:00,2024-05-29 22:40:00,13,M,299,W6,1196.24
1606,WRO,Wrocław,LTN,London,2024-05-16 17:35:00,2024-05-16 19:55:00,2024-05-21 20:35:00,2024-05-21 22:40:00,5,M,339,W6,1196.24
1607,WRO,Wrocław,LTN,London,2024-05-16 17:35:00,2024-05-16 19:55:00,2024-05-17 14:55:00,2024-05-17 17:00:00,1,M,339,W6,1196.24
1608,WRO,Wrocław,LTN,London,2024-05-16 17:35:00,2024-05-16 19:55:00,2024-05-28 20:35:00,2024-05-28 22:40:00,12,M,339,W6,1196.24
1609,WRO,Wrocław,LTN,London,2024-05-16 17:35:00,2024-05-16 19:55:00,2024-05-20 20:35:00,2024-05-20 22:40:00,4,M,339,W6,1196.24
1610,WRO,Wrocław,LTN,London,2024-05-16 17:35:00,2024-05-16 19:55:00,2024-05-27 20:35:00,2024-05-27 22:40:00,11,M,366,W6,1196.24
1611,WRO,Wrocław,LTN,London,2024-05-16 17:35:00,2024-05-16 19:55:00,2024-05-18 20:35:00,2024-05-18 22:40:00,2,M,386,W6,1196.24
1612,WRO,Wrocław,LTN,London,2024-05-16 17:35:00,2024-05-16 19:55:00,2024-05-20 14:55:00,2024-05-20 17:00:00,4,M,409,W6,1196.24
1613,WRO,Wrocław,LTN,London,2024-05-16 17:35:00,2024-05-16 19:55:00,2024-05-30 20:35:00,2024-05-30 22:40:00,14,M,428,W6,1196.24
1614,WRO,Wrocław,LTN,London,2024-05-16 17:35:00,2024-05-16 19:55:00,2024-05-22 20:35:00,2024-05-22 22:40:00,6,M,428,W6,1196.24
1615,WRO,Wrocław,LTN,London,2024-05-17 11:55:00,2024-05-17 14:15:00,2024-05-31 20:35:00,2024-05-31 22:40:00,14,M,275,W6,1196.24
1616,WRO,Wrocław,LTN,London,2024-05-17 11:55:00,2024-05-17 14:15:00,2024-05-29 20:35:00,2024-05-29 22:40:00,12,M,279,W6,1196.24
1617,WRO,Wrocław,LTN,London,2024-05-17 11:55:00,2024-05-17 14:15:00,2024-05-31 14:55:00,2024-05-31 17:00:00,14,M,299,W6,1196.24
1618,WRO,Wrocław,LTN,London,2024-05-17 11:55:00,2024-05-17 14:15:00,2024-05-28 20:35:00,2024-05-28 22:40:00,11,M,318,W6,1196.24
1619,WRO,Wrocław,LTN,London,2024-05-17 11:55:00,2024-05-17 14:15:00,2024-05-20 20:35:00,2024-05-20 22:40:00,3,M,318,W6,1196.24
1620,WRO,Wrocław,LTN,London,2024-05-17 11:55:00,2024-05-17 14:15:00,2024-05-21 20:35:00,2024-05-21 22:40:00,4,M,318,W6,1196.24
1621,WRO,Wrocław,LTN,London,2024-05-17 11:55:00,2024-05-17 14:15:00,2024-05-27 20:35:00,2024-05-27 22:40:00,10,M,346,W6,1196.24
1622,WRO,Wrocław,LTN,London,2024-05-17 11:55:00,2024-05-17 14:15:00,2024-05-18 20:35:00,2024-05-18 22:40:00,1,M,366,W6,1196.24
1623,WRO,Wrocław,LTN,London,2024-05-17 11:55:00,2024-05-17 14:15:00,2024-05-20 14:55:00,2024-05-20 17:00:00,3,M,389,W6,1196.24
1624,WRO,Wrocław,LTN,London,2024-05-17 11:55:00,2024-05-17 14:15:00,2024-05-22 20:35:00,2024-05-22 22:40:00,5,M,408,W6,1196.24
1625,WRO,Wrocław,LTN,London,2024-05-17 11:55:00,2024-05-17 14:15:00,2024-05-30 20:35:00,2024-05-30 22:40:00,13,M,408,W6,1196.24
1626,WRO,Wrocław,LTN,London,2024-05-17 11:55:00,2024-05-17 14:15:00,2024-05-27 14:55:00,2024-05-27 17:00:00,10,M,436,W6,1196.24
1627,WRO,Wrocław,LTN,London,2024-05-17 17:35:00,2024-05-17 19:55:00,2024-05-31 20:35:00,2024-05-31 22:40:00,14,M,245,W6,1196.24
1628,WRO,Wrocław,LTN,London,2024-05-17 17:35:00,2024-05-17 19:55:00,2024-05-29 20:35:00,2024-05-29 22:40:00,12,M,249,W6,1196.24
1629,WRO,Wrocław,LTN,London,2024-05-17 17:35:00,2024-05-17 19:55:00,2024-05-31 14:55:00,2024-05-31 17:00:00,14,M,269,W6,1196.24
1630,WRO,Wrocław,LTN,London,2024-05-17 17:35:00,2024-05-17 19:55:00,2024-05-21 20:35:00,2024-05-21 22:40:00,4,M,289,W6,1196.24
1631,WRO,Wrocław,LTN,London,2024-05-17 17:35:00,2024-05-17 19:55:00,2024-05-28 20:35:00,2024-05-28 22:40:00,11,M,289,W6,1196.24
1632,WRO,Wrocław,LTN,London,2024-05-17 17:35:00,2024-05-17 19:55:00,2024-05-20 20:35:00,2024-05-20 22:40:00,3,M,289,W6,1196.24
1633,WRO,Wrocław,LTN,London,2024-05-17 17:35:00,2024-05-17 19:55:00,2024-05-27 20:35:00,2024-05-27 22:40:00,10,M,316,W6,1196.24
1634,WRO,Wrocław,LTN,London,2024-05-17 17:35:00,2024-05-17 19:55:00,2024-05-18 20:35:00,2024-05-18 22:40:00,1,M,336,W6,1196.24
1635,WRO,Wrocław,LTN,London,2024-05-17 17:35:00,2024-05-17 19:55:00,2024-05-20 14:55:00,2024-05-20 17:00:00,3,M,359,W6,1196.24
1636,WRO,Wrocław,LTN,London,2024-05-17 17:35:00,2024-05-17 19:55:00,2024-05-22 20:35:00,2024-05-22 22:40:00,5,M,378,W6,1196.24
1637,WRO,Wrocław,LTN,London,2024-05-17 17:35:00,2024-05-17 19:55:00,2024-05-30 20:35:00,2024-05-30 22:40:00,13,M,378,W6,1196.24
1638,WRO,Wrocław,LTN,London,2024-05-17 17:35:00,2024-05-17 19:55:00,2024-05-27 14:55:00,2024-05-27 17:00:00,10,M,406,W6,1196.24
1639,WRO,Wrocław,LTN,London,2024-05-18 17:35:00,2024-05-18 19:55:00,2024-05-31 20:35:00,2024-05-31 22:40:00,13,M,275,W6,1196.24
1640,WRO,Wrocław,LTN,London,2024-05-18 17:35:00,2024-05-18 19:55:00,2024-05-29 20:35:00,2024-05-29 22:40:00,11,M,279,W6,1196.24
1641,WRO,Wrocław,LTN,London,2024-05-18 17:35:00,2024-05-18 19:55:00,2024-05-31 14:55:00,2024-05-31 17:00:00,13,M,299,W6,1196.24
1642,WRO,Wrocław,LTN,London,2024-05-18 17:35:00,2024-05-18 19:55:00,2024-05-20 20:35:00,2024-05-20 22:40:00,2,M,318,W6,1196.24
1643,WRO,Wrocław,LTN,London,2024-05-18 17:35:00,2024-05-18 19:55:00,2024-05-28 20:35:00,2024-05-28 22:40:00,10,M,318,W6,1196.24
1644,WRO,Wrocław,LTN,London,2024-05-18 17:35:00,2024-05-18 19:55:00,2024-05-21 20:35:00,2024-05-21 22:40:00,3,M,318,W6,1196.24
1645,WRO,Wrocław,LTN,London,2024-05-18 17:35:00,2024-05-18 19:55:00,2024-05-27 20:35:00,2024-05-27 22:40:00,9,M,346,W6,1196.24
1646,WRO,Wrocław,LTN,London,2024-05-18 17:35:00,2024-05-18 19:55:00,2024-05-20 14:55:00,2024-05-20 17:00:00,2,M,389,W6,1196.24
1647,WRO,Wrocław,LTN,London,2024-05-18 17:35:00,2024-05-18 19:55:00,2024-05-30 20:35:00,2024-05-30 22:40:00,12,M,408,W6,1196.24
1648,WRO,Wrocław,LTN,London,2024-05-18 17:35:00,2024-05-18 19:55:00,2024-05-22 20:35:00,2024-05-22 22:40:00,4,M,408,W6,1196.24
1649,WRO,Wrocław,LTN,London,2024-05-18 17:35:00,2024-05-18 19:55:00,2024-05-27 14:55:00,2024-05-27 17:00:00,9,M,436,W6,1196.24
1650,WRO,Wrocław,LTN,London,2024-05-20 11:55:00,2024-05-20 14:15:00,2024-05-31 20:35:00,2024-05-31 22:40:00,11,M,295,W6,1196.24
1651,WRO,Wrocław,LTN,London,2024-05-20 11:55:00,2024-05-20 14:15:00,2024-05-29 20:35:00,2024-05-29 22:40:00,9,M,299,W6,1196.24
1652,WRO,Wrocław,LTN,London,2024-05-20 11:55:00,2024-05-20 14:15:00,2024-06-03 20:35:00,2024-06-03 22:40:00,14,M,319,W6,1196.24
1653,WRO,Wrocław,LTN,London,2024-05-20 11:55:00,2024-05-20 14:15:00,2024-05-31 14:55:00,2024-05-31 17:00:00,11,M,319,W6,1196.24
1654,WRO,Wrocław,LTN,London,2024-05-20 11:55:00,2024-05-20 14:15:00,2024-05-21 20:35:00,2024-05-21 22:40:00,1,M,339,W6,1196.24
1655,WRO,Wrocław,LTN,London,2024-05-20 11:55:00,2024-05-20 14:15:00,2024-05-28 20:35:00,2024-05-28 22:40:00,8,M,339,W6,1196.24
1656,WRO,Wrocław,LTN,London,2024-05-20 11:55:00,2024-05-20 14:15:00,2024-05-27 20:35:00,2024-05-27 22:40:00,7,M,366,W6,1196.24
1657,WRO,Wrocław,LTN,London,2024-05-20 11:55:00,2024-05-20 14:15:00,2024-06-03 14:55:00,2024-06-03 17:00:00,14,M,409,W6,1196.24
1658,WRO,Wrocław,LTN,London,2024-05-20 11:55:00,2024-05-20 14:15:00,2024-05-30 20:35:00,2024-05-30 22:40:00,10,M,428,W6,1196.24
1659,WRO,Wrocław,LTN,London,2024-05-20 11:55:00,2024-05-20 14:15:00,2024-05-22 20:35:00,2024-05-22 22:40:00,2,M,428,W6,1196.24
1660,WRO,Wrocław,LTN,London,2024-05-20 17:35:00,2024-05-20 19:55:00,2024-05-31 20:35:00,2024-05-31 22:40:00,11,M,315,W6,1196.24
1661,WRO,Wrocław,LTN,London,2024-05-20 17:35:00,2024-05-20 19:55:00,2024-05-29 20:35:00,2024-05-29 22:40:00,9,M,318,W6,1196.24
1662,WRO,Wrocław,LTN,London,2024-05-20 17:35:00,2024-05-20 19:55:00,2024-05-31 14:55:00,2024-05-31 17:00:00,11,M,339,W6,1196.24
1663,WRO,Wrocław,LTN,London,2024-05-20 17:35:00,2024-05-20 19:55:00,2024-06-03 20:35:00,2024-06-03 22:40:00,14,M,339,W6,1196.24
1664,WRO,Wrocław,LTN,London,2024-05-20 17:35:00,2024-05-20 19:55:00,2024-05-21 20:35:00,2024-05-21 22:40:00,1,M,358,W6,1196.24
1665,WRO,Wrocław,LTN,London,2024-05-20 17:35:00,2024-05-20 19:55:00,2024-05-28 20:35:00,2024-05-28 22:40:00,8,M,358,W6,1196.24
1666,WRO,Wrocław,LTN,London,2024-05-20 17:35:00,2024-05-20 19:55:00,2024-05-27 20:35:00,2024-05-27 22:40:00,7,M,386,W6,1196.24
1667,WRO,Wrocław,LTN,London,2024-05-20 17:35:00,2024-05-20 19:55:00,2024-06-03 14:55:00,2024-06-03 17:00:00,14,M,428,W6,1196.24
1668,WRO,Wrocław,LTN,London,2024-05-21 17:35:00,2024-05-21 19:55:00,2024-05-31 20:35:00,2024-05-31 22:40:00,10,M,275,W6,1196.24
1669,WRO,Wrocław,LTN,London,2024-05-21 17:35:00,2024-05-21 19:55:00,2024-05-29 20:35:00,2024-05-29 22:40:00,8,M,279,W6,1196.24
1670,WRO,Wrocław,LTN,London,2024-05-21 17:35:00,2024-05-21 19:55:00,2024-05-31 14:55:00,2024-05-31 17:00:00,10,M,299,W6,1196.24
1671,WRO,Wrocław,LTN,London,2024-05-21 17:35:00,2024-05-21 19:55:00,2024-06-03 20:35:00,2024-06-03 22:40:00,13,M,299,W6,1196.24
1672,WRO,Wrocław,LTN,London,2024-05-21 17:35:00,2024-05-21 19:55:00,2024-06-04 20:35:00,2024-06-04 22:40:00,14,M,299,W6,1196.24
1673,WRO,Wrocław,LTN,London,2024-05-21 17:35:00,2024-05-21 19:55:00,2024-05-28 20:35:00,2024-05-28 22:40:00,7,M,318,W6,1196.24
1674,WRO,Wrocław,LTN,London,2024-05-21 17:35:00,2024-05-21 19:55:00,2024-05-27 20:35:00,2024-05-27 22:40:00,6,M,346,W6,1196.24
1675,WRO,Wrocław,LTN,London,2024-05-21 17:35:00,2024-05-21 19:55:00,2024-06-03 14:55:00,2024-06-03 17:00:00,13,M,389,W6,1196.24
1676,WRO,Wrocław,LTN,London,2024-05-21 17:35:00,2024-05-21 19:55:00,2024-05-30 20:35:00,2024-05-30 22:40:00,9,M,408,W6,1196.24
1677,WRO,Wrocław,LTN,London,2024-05-21 17:35:00,2024-05-21 19:55:00,2024-05-22 20:35:00,2024-05-22 22:40:00,1,M,408,W6,1196.24
1678,WRO,Wrocław,LTN,London,2024-05-21 17:35:00,2024-05-21 19:55:00,2024-05-27 14:55:00,2024-05-27 17:00:00,6,M,436,W6,1196.24
1679,WRO,Wrocław,LTN,London,2024-05-22 17:35:00,2024-05-22 19:55:00,2024-05-31 20:35:00,2024-05-31 22:40:00,9,M,295,W6,1196.24
1680,WRO,Wrocław,LTN,London,2024-05-22 17:35:00,2024-05-22 19:55:00,2024-05-29 20:35:00,2024-05-29 22:40:00,7,M,299,W6,1196.24
1681,WRO,Wrocław,LTN,London,2024-05-22 17:35:00,2024-05-22 19:55:00,2024-05-31 14:55:00,2024-05-31 17:00:00,9,M,319,W6,1196.24
1682,WRO,Wrocław,LTN,London,2024-05-22 17:35:00,2024-05-22 19:55:00,2024-06-04 20:35:00,2024-06-04 22:40:00,13,M,319,W6,1196.24
1683,WRO,Wrocław,LTN,London,2024-05-22 17:35:00,2024-05-22 19:55:00,2024-06-03 20:35:00,2024-06-03 22:40:00,12,M,319,W6,1196.24
1684,WRO,Wrocław,LTN,London,2024-05-22 17:35:00,2024-05-22 19:55:00,2024-05-28 20:35:00,2024-05-28 22:40:00,6,M,339,W6,1196.24
1685,WRO,Wrocław,LTN,London,2024-05-22 17:35:00,2024-05-22 19:55:00,2024-05-27 20:35:00,2024-05-27 22:40:00,5,M,366,W6,1196.24
1686,WRO,Wrocław,LTN,London,2024-05-22 17:35:00,2024-05-22 19:55:00,2024-06-03 14:55:00,2024-06-03 17:00:00,12,M,409,W6,1196.24
1687,WRO,Wrocław,LTN,London,2024-05-22 17:35:00,2024-05-22 19:55:00,2024-05-30 20:35:00,2024-05-30 22:40:00,8,M,428,W6,1196.24
1688,WRO,Wrocław,LTN,London,2024-05-23 17:35:00,2024-05-23 19:55:00,2024-05-31 20:35:00,2024-05-31 22:40:00,8,M,365,W6,1196.24
1689,WRO,Wrocław,LTN,London,2024-05-23 17:35:00,2024-05-23 19:55:00,2024-05-29 20:35:00,2024-05-29 22:40:00,6,M,369,W6,1196.24
1690,WRO,Wrocław,LTN,London,2024-05-23 17:35:00,2024-05-23 19:55:00,2024-06-03 20:35:00,2024-06-03 22:40:00,11,M,389,W6,1196.24
1691,WRO,Wrocław,LTN,London,2024-05-23 17:35:00,2024-05-23 19:55:00,2024-05-31 14:55:00,2024-05-31 17:00:00,8,M,389,W6,1196.24
1692,WRO,Wrocław,LTN,London,2024-05-23 17:35:00,2024-05-23 19:55:00,2024-06-04 20:35:00,2024-06-04 22:40:00,12,M,389,W6,1196.24
1693,WRO,Wrocław,LTN,London,2024-05-23 17:35:00,2024-05-23 19:55:00,2024-06-06 20:35:00,2024-06-06 22:40:00,14,M,408,W6,1196.24
1694,WRO,Wrocław,LTN,London,2024-05-23 17:35:00,2024-05-23 19:55:00,2024-05-28 20:35:00,2024-05-28 22:40:00,5,M,408,W6,1196.24
1695,WRO,Wrocław,LTN,London,2024-05-23 17:35:00,2024-05-23 19:55:00,2024-05-27 20:35:00,2024-05-27 22:40:00,4,M,436,W6,1196.24
1696,WRO,Wrocław,LTN,London,2024-05-24 11:55:00,2024-05-24 14:15:00,2024-05-31 20:35:00,2024-05-31 22:40:00,7,M,275,W6,1196.24
1697,WRO,Wrocław,LTN,London,2024-05-24 11:55:00,2024-05-24 14:15:00,2024-05-29 20:35:00,2024-05-29 22:40:00,5,M,279,W6,1196.24
1698,WRO,Wrocław,LTN,London,2024-05-24 11:55:00,2024-05-24 14:15:00,2024-05-31 14:55:00,2024-05-31 17:00:00,7,M,299,W6,1196.24
1699,WRO,Wrocław,LTN,London,2024-05-24 11:55:00,2024-05-24 14:15:00,2024-06-07 20:35:00,2024-06-07 22:40:00,14,M,299,W6,1196.24
1700,WRO,Wrocław,LTN,London,2024-05-24 11:55:00,2024-05-24 14:15:00,2024-06-03 20:35:00,2024-06-03 22:40:00,10,M,299,W6,1196.24
1701,WRO,Wrocław,LTN,London,2024-05-24 11:55:00,2024-05-24 14:15:00,2024-06-04 20:35:00,2024-06-04 22:40:00,11,M,299,W6,1196.24
1702,WRO,Wrocław,LTN,London,2024-05-24 11:55:00,2024-05-24 14:15:00,2024-05-28 20:35:00,2024-05-28 22:40:00,4,M,318,W6,1196.24
1703,WRO,Wrocław,LTN,London,2024-05-24 11:55:00,2024-05-24 14:15:00,2024-06-06 20:35:00,2024-06-06 22:40:00,13,M,318,W6,1196.24
1704,WRO,Wrocław,LTN,London,2024-05-24 11:55:00,2024-05-24 14:15:00,2024-05-27 20:35:00,2024-05-27 22:40:00,3,M,346,W6,1196.24
1705,WRO,Wrocław,LTN,London,2024-05-24 11:55:00,2024-05-24 14:15:00,2024-06-03 14:55:00,2024-06-03 17:00:00,10,M,389,W6,1196.24
1706,WRO,Wrocław,LTN,London,2024-05-24 11:55:00,2024-05-24 14:15:00,2024-06-07 14:55:00,2024-06-07 17:00:00,14,M,408,W6,1196.24
1707,WRO,Wrocław,LTN,London,2024-05-24 11:55:00,2024-05-24 14:15:00,2024-05-30 20:35:00,2024-05-30 22:40:00,6,M,408,W6,1196.24
1708,WRO,Wrocław,LTN,London,2024-05-24 11:55:00,2024-05-24 14:15:00,2024-05-27 14:55:00,2024-05-27 17:00:00,3,M,436,W6,1196.24
1709,WRO,Wrocław,LTN,London,2024-05-24 17:35:00,2024-05-24 19:55:00,2024-05-31 20:35:00,2024-05-31 22:40:00,7,M,295,W6,1196.24
1710,WRO,Wrocław,LTN,London,2024-05-24 17:35:00,2024-05-24 19:55:00,2024-05-29 20:35:00,2024-05-29 22:40:00,5,M,299,W6,1196.24
1711,WRO,Wrocław,LTN,London,2024-05-24 17:35:00,2024-05-24 19:55:00,2024-06-03 20:35:00,2024-06-03 22:40:00,10,M,319,W6,1196.24
1712,WRO,Wrocław,LTN,London,2024-05-24 17:35:00,2024-05-24 19:55:00,2024-06-04 20:35:00,2024-06-04 22:40:00,11,M,319,W6,1196.24
1713,WRO,Wrocław,LTN,London,2024-05-24 17:35:00,2024-05-24 19:55:00,2024-05-31 14:55:00,2024-05-31 17:00:00,7,M,319,W6,1196.24
1714,WRO,Wrocław,LTN,London,2024-05-24 17:35:00,2024-05-24 19:55:00,2024-06-07 20:35:00,2024-06-07 22:40:00,14,M,319,W6,1196.24
1715,WRO,Wrocław,LTN,London,2024-05-24 17:35:00,2024-05-24 19:55:00,2024-06-06 20:35:00,2024-06-06 22:40:00,13,M,339,W6,1196.24
1716,WRO,Wrocław,LTN,London,2024-05-24 17:35:00,2024-05-24 19:55:00,2024-05-28 20:35:00,2024-05-28 22:40:00,4,M,339,W6,1196.24
1717,WRO,Wrocław,LTN,London,2024-05-24 17:35:00,2024-05-24 19:55:00,2024-05-27 20:35:00,2024-05-27 22:40:00,3,M,366,W6,1196.24
1718,WRO,Wrocław,LTN,London,2024-05-24 17:35:00,2024-05-24 19:55:00,2024-06-03 14:55:00,2024-06-03 17:00:00,10,M,409,W6,1196.24
1719,WRO,Wrocław,LTN,London,2024-05-24 17:35:00,2024-05-24 19:55:00,2024-06-07 14:55:00,2024-06-07 17:00:00,14,M,428,W6,1196.24
1720,WRO,Wrocław,LTN,London,2024-05-24 17:35:00,2024-05-24 19:55:00,2024-05-30 20:35:00,2024-05-30 22:40:00,6,M,428,W6,1196.24
1721,WRO,Wrocław,LTN,London,2024-05-25 17:35:00,2024-05-25 19:55:00,2024-05-31 20:35:00,2024-05-31 22:40:00,6,M,315,W6,1196.24
1722,WRO,Wrocław,LTN,London,2024-05-25 17:35:00,2024-05-25 19:55:00,2024-05-29 20:35:00,2024-05-29 22:40:00,4,M,318,W6,1196.24
1723,WRO,Wrocław,LTN,London,2024-05-25 17:35:00,2024-05-25 19:55:00,2024-05-31 14:55:00,2024-05-31 17:00:00,6,M,339,W6,1196.24
1724,WRO,Wrocław,LTN,London,2024-05-25 17:35:00,2024-05-25 19:55:00,2024-06-07 20:35:00,2024-06-07 22:40:00,13,M,339,W6,1196.24
1725,WRO,Wrocław,LTN,London,2024-05-25 17:35:00,2024-05-25 19:55:00,2024-06-04 20:35:00,2024-06-04 22:40:00,10,M,339,W6,1196.24
1726,WRO,Wrocław,LTN,London,2024-05-25 17:35:00,2024-05-25 19:55:00,2024-06-03 20:35:00,2024-06-03 22:40:00,9,M,339,W6,1196.24
1727,WRO,Wrocław,LTN,London,2024-05-25 17:35:00,2024-05-25 19:55:00,2024-06-08 20:35:00,2024-06-08 22:40:00,14,M,358,W6,1196.24
1728,WRO,Wrocław,LTN,London,2024-05-25 17:35:00,2024-05-25 19:55:00,2024-05-28 20:35:00,2024-05-28 22:40:00,3,M,358,W6,1196.24
1729,WRO,Wrocław,LTN,London,2024-05-25 17:35:00,2024-05-25 19:55:00,2024-06-06 20:35:00,2024-06-06 22:40:00,12,M,358,W6,1196.24
1730,WRO,Wrocław,LTN,London,2024-05-25 17:35:00,2024-05-25 19:55:00,2024-05-27 20:35:00,2024-05-27 22:40:00,2,M,386,W6,1196.24
1731,WRO,Wrocław,LTN,London,2024-05-25 17:35:00,2024-05-25 19:55:00,2024-06-03 14:55:00,2024-06-03 17:00:00,9,M,428,W6,1196.24
1732,WRO,Wrocław,LTN,London,2024-05-27 11:55:00,2024-05-27 14:15:00,2024-06-10 20:35:00,2024-06-10 22:40:00,14,M,409,W6,1196.24
1733,WRO,Wrocław,LTN,London,2024-05-27 11:55:00,2024-05-27 14:15:00,2024-05-31 20:35:00,2024-05-31 22:40:00,4,M,435,W6,1196.24
1734,WRO,Wrocław,LTN,London,2024-05-27 17:35:00,2024-05-27 19:55:00,2024-06-10 20:35:00,2024-06-10 22:40:00,14,M,359,W6,1196.24
1735,WRO,Wrocław,LTN,London,2024-05-27 17:35:00,2024-05-27 19:55:00,2024-05-31 20:35:00,2024-05-31 22:40:00,4,M,385,W6,1196.24
1736,WRO,Wrocław,LTN,London,2024-05-27 17:35:00,2024-05-27 19:55:00,2024-05-29 20:35:00,2024-05-29 22:40:00,2,M,389,W6,1196.24
1737,WRO,Wrocław,LTN,London,2024-05-27 17:35:00,2024-05-27 19:55:00,2024-06-04 20:35:00,2024-06-04 22:40:00,8,M,409,W6,1196.24
1738,WRO,Wrocław,LTN,London,2024-05-27 17:35:00,2024-05-27 19:55:00,2024-06-03 20:35:00,2024-06-03 22:40:00,7,M,409,W6,1196.24
1739,WRO,Wrocław,LTN,London,2024-05-27 17:35:00,2024-05-27 19:55:00,2024-06-07 20:35:00,2024-06-07 22:40:00,11,M,409,W6,1196.24
1740,WRO,Wrocław,LTN,London,2024-05-27 17:35:00,2024-05-27 19:55:00,2024-05-31 14:55:00,2024-05-31 17:00:00,4,M,409,W6,1196.24
1741,WRO,Wrocław,LTN,London,2024-05-27 17:35:00,2024-05-27 19:55:00,2024-06-08 20:35:00,2024-06-08 22:40:00,12,M,428,W6,1196.24
1742,WRO,Wrocław,LTN,London,2024-05-27 17:35:00,2024-05-27 19:55:00,2024-05-28 20:35:00,2024-05-28 22:40:00,1,M,428,W6,1196.24
1743,WRO,Wrocław,LTN,London,2024-05-27 17:35:00,2024-05-27 19:55:00,2024-06-06 20:35:00,2024-06-06 22:40:00,10,M,428,W6,1196.24
1744,WRO,Wrocław,LTN,London,2024-05-28 17:35:00,2024-05-28 19:55:00,2024-06-10 20:35:00,2024-06-10 22:40:00,13,M,428,W6,1196.24
1745,WRO,Wrocław,LTN,London,2024-05-29 17:35:00,2024-05-29 19:55:00,2024-06-10 20:35:00,2024-06-10 22:40:00,12,M,409,W6,1196.24
1746,WRO,Wrocław,LTN,London,2024-05-31 11:55:00,2024-05-31 14:15:00,2024-06-10 20:35:00,2024-06-10 22:40:00,10,M,359,W6,1196.24
1747,WRO,Wrocław,LTN,London,2024-05-31 11:55:00,2024-05-31 14:15:00,2024-06-11 20:35:00,2024-06-11 22:40:00,11,M,389,W6,1196.24
1748,WRO,Wrocław,LTN,London,2024-05-31 11:55:00,2024-05-31 14:15:00,2024-06-12 20:35:00,2024-06-12 22:40:00,12,M,389,W6,1196.24
1749,WRO,Wrocław,LTN,London,2024-05-31 11:55:00,2024-05-31 14:15:00,2024-06-04 20:35:00,2024-06-04 22:40:00,4,M,409,W6,1196.24
1750,WRO,Wrocław,LTN,London,2024-05-31 11:55:00,2024-05-31 14:15:00,2024-06-03 20:35:00,2024-06-03 22:40:00,3,M,409,W6,1196.24
1751,WRO,Wrocław,LTN,London,2024-05-31 11:55:00,2024-05-31 14:15:00,2024-06-07 20:35:00,2024-06-07 22:40:00,7,M,409,W6,1196.24
1752,WRO,Wrocław,LTN,London,2024-05-31 11:55:00,2024-05-31 14:15:00,2024-06-14 20:35:00,2024-06-14 22:40:00,14,M,409,W6,1196.24
1753,WRO,Wrocław,LTN,London,2024-05-31 11:55:00,2024-05-31 14:15:00,2024-06-08 20:35:00,2024-06-08 22:40:00,8,M,428,W6,1196.24
1754,WRO,Wrocław,LTN,London,2024-05-31 11:55:00,2024-05-31 14:15:00,2024-06-06 20:35:00,2024-06-06 22:40:00,6,M,428,W6,1196.24
1755,WRO,Wrocław,LTN,London,2024-05-31 11:55:00,2024-05-31 14:15:00,2024-06-14 14:55:00,2024-06-14 17:00:00,14,M,428,W6,1196.24
1756,WRO,Wrocław,LTN,London,2024-05-31 17:35:00,2024-05-31 19:55:00,2024-06-10 20:35:00,2024-06-10 22:40:00,10,M,378,W6,1196.24
1757,WRO,Wrocław,LTN,London,2024-05-31 17:35:00,2024-05-31 19:55:00,2024-06-12 20:35:00,2024-06-12 22:40:00,12,M,408,W6,1196.24
1758,WRO,Wrocław,LTN,London,2024-05-31 17:35:00,2024-05-31 19:55:00,2024-06-11 20:35:00,2024-06-11 22:40:00,11,M,408,W6,1196.24
1759,WRO,Wrocław,LTN,London,2024-05-31 17:35:00,2024-05-31 19:55:00,2024-06-03 20:35:00,2024-06-03 22:40:00,3,M,428,W6,1196.24
1760,WRO,Wrocław,LTN,London,2024-05-31 17:35:00,2024-05-31 19:55:00,2024-06-04 20:35:00,2024-06-04 22:40:00,4,M,428,W6,1196.24
1761,WRO,Wrocław,LTN,London,2024-05-31 17:35:00,2024-05-31 19:55:00,2024-06-07 20:35:00,2024-06-07 22:40:00,7,M,428,W6,1196.24
1762,WRO,Wrocław,LTN,London,2024-06-04 17:35:00,2024-06-04 19:55:00,2024-06-10 20:35:00,2024-06-10 22:40:00,6,M,269,W6,1196.24
1763,WRO,Wrocław,LTN,London,2024-06-04 17:35:00,2024-06-04 19:55:00,2024-06-12 20:35:00,2024-06-12 22:40:00,8,M,299,W6,1196.24
1764,WRO,Wrocław,LTN,London,2024-06-04 17:35:00,2024-06-04 19:55:00,2024-06-18 20:35:00,2024-06-18 22:40:00,14,M,299,W6,1196.24
1765,WRO,Wrocław,LTN,London,2024-06-04 17:35:00,2024-06-04 19:55:00,2024-06-11 20:35:00,2024-06-11 22:40:00,7,M,299,W6,1196.24
